East,North,Elevation,Var_1,Var_2,Theoretical_rho
   721.085,   160.117,   -74.812,     0.734,     1.157,    -0.398
   722.939,   159.872,   -76.682,     0.738,     1.110,    -0.401
   724.794,   159.627,   -78.552,     0.766,     1.098,    -0.405
   726.648,   159.382,   -80.423,     0.729,     1.148,    -0.408
   728.502,   159.138,   -82.293,     0.726,     1.145,    -0.411
   730.356,   158.893,   -84.163,     0.783,     1.171,    -0.415
   732.210,   158.648,   -86.034,     0.759,     1.252,    -0.418
   734.065,   158.403,   -87.904,     0.723,     1.260,    -0.421
   735.919,   158.159,   -89.774,     0.734,     1.245,    -0.425
   737.773,   157.914,   -91.645,     0.742,     1.330,    -0.428
   739.627,   157.669,   -93.515,     0.705,     1.336,    -0.431
   594.693,   279.349,    -0.000,     0.850,     0.747,    -0.170
   592.987,   280.391,    -1.999,     0.821,     0.793,    -0.167
   591.280,   281.432,    -3.998,     0.836,     0.722,    -0.164
   589.574,   282.474,    -5.998,     0.859,     0.709,    -0.161
   587.867,   283.515,    -7.997,     0.800,     0.746,    -0.158
   586.160,   284.556,    -9.996,     0.789,     0.761,    -0.155
   584.454,   285.598,   -11.995,     0.813,     0.797,    -0.152
   582.747,   286.639,   -13.995,     0.886,     0.808,    -0.149
   581.040,   287.680,   -15.994,     0.803,     0.821,    -0.146
   579.334,   288.722,   -17.993,     0.801,     0.750,    -0.143
   577.627,   289.763,   -19.992,     0.919,     0.720,    -0.140
   575.921,   290.805,   -21.992,     0.866,     0.730,    -0.137
   574.214,   291.846,   -23.991,     0.914,     0.725,    -0.134
   572.507,   292.887,   -25.990,     0.961,     0.714,    -0.131
   570.801,   293.929,   -27.989,     0.976,     0.774,    -0.127
   569.094,   294.970,   -29.989,     1.003,     0.733,    -0.124
   567.388,   296.011,   -31.988,     0.940,     0.727,    -0.121
   565.681,   297.053,   -33.987,     1.016,     0.719,    -0.118
   563.974,   298.094,   -35.986,     1.101,     0.673,    -0.115
   562.268,   299.135,   -37.986,     1.083,     0.704,    -0.112
   560.561,   300.177,   -39.985,     1.116,     0.705,    -0.109
   558.854,   301.218,   -41.984,     1.089,     0.710,    -0.106
   557.148,   302.260,   -43.983,     1.082,     0.726,    -0.103
   555.441,   303.301,   -45.983,     1.045,     0.730,    -0.100
   553.735,   304.342,   -47.982,     1.027,     0.717,    -0.097
   552.028,   305.384,   -49.981,     0.967,     0.687,    -0.094
   550.321,   306.425,   -51.980,     0.973,     0.648,    -0.091
   548.615,   307.466,   -53.980,     1.022,     0.680,    -0.088
   546.908,   308.508,   -55.979,     1.052,     0.677,    -0.084
   545.202,   309.549,   -57.978,     1.009,     0.683,    -0.081
   543.495,   310.590,   -59.977,     0.985,     0.670,    -0.078
   541.788,   311.632,   -61.977,     0.966,     0.740,    -0.075
   540.082,   312.673,   -63.976,     1.042,     0.719,    -0.072
   538.375,   313.715,   -65.975,     1.084,     0.668,    -0.069
   536.668,   314.756,   -67.974,     1.076,     0.710,    -0.066
   534.962,   315.797,   -69.974,     1.041,     0.685,    -0.063
   533.255,   316.839,   -71.973,     1.029,     0.701,    -0.060
   531.549,   317.880,   -73.972,     1.078,     0.720,    -0.057
   529.842,   318.921,   -75.971,     1.018,     0.735,    -0.054
   528.135,   319.963,   -77.971,     1.016,     0.667,    -0.051
   526.429,   321.004,   -79.970,     0.936,     0.680,    -0.048
   524.722,   322.045,   -81.969,     0.946,     0.583,    -0.044
   523.016,   323.087,   -83.968,     0.961,     0.586,    -0.041
   521.309,   324.128,   -85.968,     0.983,     0.571,    -0.038
   519.602,   325.170,   -87.967,     1.023,     0.602,    -0.035
   517.896,   326.211,   -89.966,     1.057,     0.626,    -0.032
   516.189,   327.252,   -91.965,     1.101,     0.676,    -0.029
   514.482,   328.294,   -93.965,     1.046,     0.649,    -0.026
   512.776,   329.335,   -95.964,     1.127,     0.640,    -0.023
   511.069,   330.376,   -97.963,     1.086,     0.626,    -0.020
   509.363,   331.418,   -99.962,     1.089,     0.674,    -0.017
   574.603,   316.067,    -0.000,     1.003,     0.686,    -0.134
   573.331,   314.553,    -1.976,     0.910,     0.701,    -0.132
   572.060,   313.039,    -3.953,     0.934,     0.699,    -0.130
   570.789,   311.526,    -5.929,     0.921,     0.719,    -0.127
   569.518,   310.012,    -7.906,     0.971,     0.765,    -0.125
   568.247,   308.499,    -9.882,     1.046,     0.760,    -0.123
   566.976,   306.985,   -11.859,     1.051,     0.835,    -0.121
   565.705,   305.472,   -13.835,     0.990,     0.803,    -0.118
   564.434,   303.958,   -15.812,     1.054,     0.785,    -0.116
   563.163,   302.445,   -17.788,     1.198,     0.810,    -0.114
   561.892,   300.931,   -19.765,     1.240,     0.756,    -0.111
   560.621,   299.418,   -21.741,     1.273,     0.786,    -0.109
   559.350,   297.904,   -23.717,     1.241,     0.751,    -0.107
   558.079,   296.391,   -25.694,     1.140,     0.762,    -0.105
   556.808,   294.877,   -27.670,     1.130,     0.686,    -0.102
   555.537,   293.363,   -29.647,     1.171,     0.672,    -0.100
   554.266,   291.850,   -31.623,     1.191,     0.631,    -0.098
   552.995,   290.336,   -33.600,     1.155,     0.655,    -0.095
   551.724,   288.823,   -35.576,     1.143,     0.674,    -0.093
   550.453,   287.309,   -37.553,     1.172,     0.658,    -0.091
   549.182,   285.796,   -39.529,     1.164,     0.618,    -0.089
   547.911,   284.282,   -41.506,     1.151,     0.598,    -0.086
   546.640,   282.769,   -43.482,     1.186,     0.608,    -0.084
   545.368,   281.255,   -45.458,     1.131,     0.560,    -0.082
   544.097,   279.742,   -47.435,     1.068,     0.587,    -0.079
   542.826,   278.228,   -49.411,     1.052,     0.584,    -0.077
   541.555,   276.714,   -51.388,     1.012,     0.572,    -0.075
   540.284,   275.201,   -53.364,     0.971,     0.572,    -0.073
   539.013,   273.687,   -55.341,     0.895,     0.576,    -0.070
   537.742,   272.174,   -57.317,     0.973,     0.567,    -0.068
   536.471,   270.660,   -59.294,     0.915,     0.560,    -0.066
   535.200,   269.147,   -61.270,     0.926,     0.588,    -0.063
   533.929,   267.633,   -63.247,     0.945,     0.588,    -0.061
   532.658,   266.120,   -65.223,     0.989,     0.638,    -0.059
   531.387,   264.606,   -67.199,     0.900,     0.644,    -0.056
   530.116,   263.093,   -69.176,     0.927,     0.655,    -0.054
   528.845,   261.579,   -71.152,     0.949,     0.594,    -0.052
   527.574,   260.066,   -73.129,     0.814,     0.602,    -0.050
   526.303,   258.552,   -75.105,     0.861,     0.591,    -0.047
   525.032,   257.038,   -77.082,     0.798,     0.594,    -0.045
   523.761,   255.525,   -79.058,     0.860,     0.578,    -0.043
   522.490,   254.011,   -81.035,     0.896,     0.551,    -0.040
   521.219,   252.498,   -83.011,     0.837,     0.599,    -0.038
   519.948,   250.984,   -84.987,     0.779,     0.623,    -0.036
   518.676,   249.471,   -86.964,     0.769,     0.636,    -0.034
   517.405,   247.957,   -88.940,     0.883,     0.631,    -0.031
   516.134,   246.444,   -90.917,     0.911,     0.679,    -0.029
   514.863,   244.930,   -92.893,     0.906,     0.715,    -0.027
   513.592,   243.417,   -94.870,     1.056,     0.698,    -0.024
   512.321,   241.903,   -96.846,     0.943,     0.718,    -0.022
   511.050,   240.389,   -98.823,     1.045,     0.749,    -0.020
   576.077,   358.593,    -0.000,     1.102,     0.692,    -0.137
   575.338,   356.809,    -1.931,     1.075,     0.704,    -0.136
   574.600,   355.025,    -3.861,     1.063,     0.777,    -0.134
   573.861,   353.241,    -5.792,     1.052,     0.829,    -0.133
   573.122,   351.457,    -7.723,     0.977,     0.864,    -0.132
   572.384,   349.673,    -9.654,     1.031,     0.827,    -0.130
   571.645,   347.890,   -11.584,     1.006,     0.771,    -0.129
   570.906,   346.106,   -13.515,     1.025,     0.730,    -0.128
   570.168,   344.322,   -15.446,     1.074,     0.782,    -0.126
   569.429,   342.538,   -17.377,     1.093,     0.736,    -0.125
   568.690,   340.754,   -19.307,     0.980,     0.758,    -0.124
   567.952,   338.970,   -21.238,     1.050,     0.670,    -0.122
   567.213,   337.186,   -23.169,     1.026,     0.667,    -0.121
   566.474,   335.403,   -25.100,     1.047,     0.705,    -0.120
   565.736,   333.619,   -27.030,     1.097,     0.707,    -0.118
   564.997,   331.835,   -28.961,     1.080,     0.691,    -0.117
   564.258,   330.051,   -30.892,     1.042,     0.790,    -0.116
   563.520,   328.267,   -32.823,     1.074,     0.754,    -0.114
   562.781,   326.483,   -34.753,     1.144,     0.787,    -0.113
   562.042,   324.700,   -36.684,     1.159,     0.730,    -0.112
   561.304,   322.916,   -38.615,     1.058,     0.687,    -0.110
   560.565,   321.132,   -40.545,     0.984,     0.690,    -0.109
   559.826,   319.348,   -42.476,     0.999,     0.676,    -0.108
   559.088,   317.564,   -44.407,     1.039,     0.705,    -0.106
   558.349,   315.780,   -46.338,     0.961,     0.700,    -0.105
   557.610,   313.996,   -48.268,     0.941,     0.722,    -0.104
   556.872,   312.213,   -50.199,     0.988,     0.732,    -0.102
   556.133,   310.429,   -52.130,     1.025,     0.700,    -0.101
   555.394,   308.645,   -54.061,     0.904,     0.796,    -0.100
   554.656,   306.861,   -55.991,     0.897,     0.796,    -0.098
   553.917,   305.077,   -57.922,     0.954,     0.773,    -0.097
   553.178,   303.293,   -59.853,     1.013,     0.723,    -0.096
   552.440,   301.509,   -61.784,     1.027,     0.686,    -0.094
   551.701,   299.726,   -63.714,     0.952,     0.733,    -0.093
   550.962,   297.942,   -65.645,     0.930,     0.746,    -0.092
   550.224,   296.158,   -67.576,     1.043,     0.722,    -0.090
   549.485,   294.374,   -69.506,     1.036,     0.760,    -0.089
   548.746,   292.590,   -71.437,     0.874,     0.733,    -0.088
   548.008,   290.806,   -73.368,     0.894,     0.734,    -0.086
   547.269,   289.023,   -75.299,     0.843,     0.719,    -0.085
   546.530,   287.239,   -77.229,     0.832,     0.642,    -0.084
   545.792,   285.455,   -79.160,     0.902,     0.663,    -0.082
   545.053,   283.671,   -81.091,     0.895,     0.732,    -0.081
   544.314,   281.887,   -83.022,     0.894,     0.719,    -0.080
   543.576,   280.103,   -84.952,     0.906,     0.738,    -0.078
   542.837,   278.319,   -86.883,     0.890,     0.717,    -0.077
   542.098,   276.536,   -88.814,     0.909,     0.730,    -0.076
   541.359,   274.752,   -90.745,     0.930,     0.712,    -0.074
   540.621,   272.968,   -92.675,     0.942,     0.721,    -0.073
   539.882,   271.184,   -94.606,     1.021,     0.754,    -0.072
   539.143,   269.400,   -96.537,     0.972,     0.769,    -0.070
   622.804,   410.308,    -0.000,     0.883,     0.974,    -0.221
   622.483,   412.037,    -1.759,     0.904,     0.922,    -0.220
   622.161,   413.766,    -3.517,     0.908,     0.887,    -0.220
   621.840,   415.495,    -5.276,     0.984,     0.908,    -0.219
   621.518,   417.224,    -7.035,     0.966,     0.909,    -0.219
   621.197,   418.953,    -8.793,     0.945,     0.850,    -0.218
   620.876,   420.682,   -10.552,     1.001,     0.822,    -0.218
   620.554,   422.411,   -12.311,     0.919,     0.849,    -0.217
   620.233,   424.140,   -14.069,     0.918,     0.821,    -0.216
   619.912,   425.869,   -15.828,     0.887,     0.890,    -0.216
   619.590,   427.598,   -17.587,     0.886,     1.007,    -0.215
   619.269,   429.327,   -19.345,     0.848,     1.035,    -0.215
   618.947,   431.056,   -21.104,     0.760,     0.971,    -0.214
   618.626,   432.785,   -22.863,     0.807,     0.969,    -0.214
   618.305,   434.514,   -24.621,     0.798,     0.906,    -0.213
   617.983,   436.243,   -26.380,     0.827,     0.868,    -0.212
   617.662,   437.973,   -28.139,     0.844,     0.854,    -0.212
   617.341,   439.702,   -29.897,     0.841,     0.805,    -0.211
   617.019,   441.431,   -31.656,     0.848,     0.756,    -0.211
   616.698,   443.160,   -33.415,     0.858,     0.813,    -0.210
   616.376,   444.889,   -35.173,     0.865,     0.754,    -0.209
   616.055,   446.618,   -36.932,     0.905,     0.805,    -0.209
   615.734,   448.347,   -38.690,     0.870,     0.844,    -0.208
   615.412,   450.076,   -40.449,     0.898,     0.823,    -0.208
   615.091,   451.805,   -42.208,     0.908,     0.735,    -0.207
   614.770,   453.534,   -43.966,     0.867,     0.723,    -0.207
   614.448,   455.263,   -45.725,     0.849,     0.748,    -0.206
   614.127,   456.992,   -47.484,     0.802,     0.756,    -0.205
   613.805,   458.721,   -49.242,     0.799,     0.745,    -0.205
   613.484,   460.450,   -51.001,     0.830,     0.727,    -0.204
   613.163,   462.179,   -52.760,     0.891,     0.781,    -0.204
   612.841,   463.908,   -54.518,     0.918,     0.804,    -0.203
   612.520,   465.637,   -56.277,     0.954,     0.848,    -0.203
   612.199,   467.366,   -58.036,     0.897,     0.900,    -0.202
   611.877,   469.095,   -59.794,     0.939,     0.962,    -0.201
   611.556,   470.824,   -61.553,     0.952,     0.916,    -0.201
   611.234,   472.553,   -63.312,     1.008,     0.847,    -0.200
   610.913,   474.283,   -65.070,     1.097,     0.818,    -0.200
   610.592,   476.012,   -66.829,     1.116,     0.812,    -0.199
   610.270,   477.741,   -68.588,     1.110,     0.785,    -0.198
   609.949,   479.470,   -70.346,     1.079,     0.863,    -0.198
   609.628,   481.199,   -72.105,     1.049,     0.819,    -0.197
   609.306,   482.928,   -73.864,     1.018,     0.808,    -0.197
   608.985,   484.657,   -75.622,     0.955,     0.832,    -0.196
   608.663,   486.386,   -77.381,     0.912,     0.850,    -0.196
   608.342,   488.115,   -79.140,     0.937,     0.828,    -0.195
   608.021,   489.844,   -80.898,     0.941,     0.893,    -0.194
   607.699,   491.573,   -82.657,     0.886,     0.843,    -0.194
   607.378,   493.302,   -84.416,     0.879,     0.823,    -0.193
   607.057,   495.031,   -86.174,     0.882,     0.866,    -0.193
   606.735,   496.760,   -87.933,     0.962,     0.872,    -0.192
   627.821,   459.121,    -0.000,     0.839,     0.932,    -0.230
   629.631,   459.281,    -1.817,     0.843,     0.926,    -0.233
   631.441,   459.441,    -3.635,     0.825,     0.890,    -0.237
   633.251,   459.601,    -5.452,     0.882,     0.868,    -0.240
   635.062,   459.761,    -7.269,     0.918,     0.936,    -0.243
   636.872,   459.921,    -9.087,     0.939,     0.960,    -0.246
   638.682,   460.081,   -10.904,     0.895,     0.976,    -0.250
   640.493,   460.241,   -12.722,     0.858,     0.964,    -0.253
   642.303,   460.401,   -14.539,     0.871,     0.962,    -0.256
   644.113,   460.561,   -16.356,     0.859,     0.873,    -0.259
   645.924,   460.721,   -18.174,     0.839,     0.879,    -0.263
   647.734,   460.881,   -19.991,     0.881,     0.926,    -0.266
   649.544,   461.041,   -21.808,     0.889,     1.047,    -0.269
   651.355,   461.201,   -23.626,     0.888,     1.086,    -0.272
   653.165,   461.361,   -25.443,     0.868,     1.031,    -0.276
   654.975,   461.521,   -27.261,     0.859,     1.045,    -0.279
   656.786,   461.681,   -29.078,     0.820,     1.003,    -0.282
   658.596,   461.841,   -30.895,     0.799,     1.013,    -0.285
   660.406,   462.001,   -32.713,     0.846,     1.053,    -0.289
   662.217,   462.161,   -34.530,     0.833,     1.047,    -0.292
   664.027,   462.321,   -36.347,     0.823,     1.056,    -0.295
   665.837,   462.481,   -38.165,     0.783,     1.029,    -0.299
   667.647,   462.641,   -39.982,     0.845,     0.994,    -0.302
   669.458,   462.801,   -41.800,     0.772,     1.027,    -0.305
   671.268,   462.961,   -43.617,     0.725,     1.067,    -0.308
   673.078,   463.121,   -45.434,     0.725,     1.033,    -0.312
   674.889,   463.281,   -47.252,     0.713,     1.106,    -0.315
   676.699,   463.441,   -49.069,     0.644,     1.144,    -0.318
   678.509,   463.601,   -50.886,     0.693,     1.092,    -0.321
